loss,accuracy,group,training_group
0.0014073073398321867,1.0,0,0
0.6067580580711365,0.9,0,1
0.1823737621307373,0.95,1,1
1.360609769821167,0.5,0,2
1.0321507453918457,0.6,1,2
0.4309873580932617,0.95,2,2
1.396089792251587,0.35,0,3
1.3685023784637451,0.5,1,3
1.0991077423095703,0.7,2,3
0.3897589445114136,0.9,3,3
1.4413881301879883,0.45,0,4
1.4499849081039429,0.4,1,4
1.70352041721344,0.55,2,4
1.2934324741363525,0.7,3,4
1.2375352382659912,0.6,4,4
2.0745463371276855,0.35,0,5
1.4638619422912598,0.35,1,5
1.0804539918899536,0.55,2,5
0.985236644744873,0.75,3,5
1.3572735786437988,0.55,4,5
0.38332247734069824,0.9,5,5
0.8943117260932922,0.6,0,6
0.9200102090835571,0.5,1,6
0.8839997053146362,0.7,2,6
1.945446252822876,0.3,3,6
1.7139402627944946,0.5,4,6
1.5237913131713867,0.7,5,6
0.532096266746521,0.9,6,6
1.3564131259918213,0.6,0,7
0.9306982159614563,0.6,1,7
0.862185001373291,0.7,2,7
2.4416985511779785,0.15,3,7
2.22281813621521,0.3,4,7
1.9569839239120483,0.5,5,7
0.8058745265007019,0.75,6,7
0.256186842918396,0.95,7,7
1.740444540977478,0.45,0,8
0.6732615232467651,0.75,1,8
1.0400149822235107,0.75,2,8
2.1068291664123535,0.35,3,8
2.6065163612365723,0.2,4,8
2.2026219367980957,0.25,5,8
1.873726487159729,0.5,6,8
0.7209627032279968,0.75,7,8
0.1527908444404602,0.95,8,8
1.7407557964324951,0.35,0,9
1.5789339542388916,0.35,1,9
1.3667625188827515,0.55,2,9
2.071333408355713,0.3,3,9
3.511547803878784,0.05,4,9
2.155855178833008,0.35,5,9
1.6812689304351807,0.55,6,9
1.1364264488220215,0.8,7,9
0.928852915763855,0.8,8,9
0.46551674604415894,0.8,9,9
