loss,accuracy,group,training_group
22.823091506958008,0.2,0,0
2.368884801864624,0.35,0,1
1.846763014793396,0.35,1,1
3.9163825511932373,0.15,0,2
1.6958820819854736,0.25,1,2
1.6158230304718018,0.8,2,2
4.455811023712158,0.15,0,3
3.75319242477417,0.1,1,3
3.0126953125,0.2,2,3
0.5369217395782471,0.85,3,3
4.7781877517700195,0.1,0,4
3.714343547821045,0.0,1,4
3.730034589767456,0.2,2,4
1.9095195531845093,0.4,3,4
0.9094940423965454,0.7,4,4
3.6520895957946777,0.15,0,5
3.587892532348633,0.0,1,5
3.7654285430908203,0.2,2,5
2.6974034309387207,0.3,3,5
2.5195138454437256,0.2,4,5
0.4741540551185608,0.9,5,5
4.132932186126709,0.15,0,6
4.382688999176025,0.0,1,6
5.436154842376709,0.0,2,6
3.917407274246216,0.05,3,6
3.0789263248443604,0.2,4,6
1.299046277999878,0.6,5,6
1.1592868566513062,0.65,6,6
3.309602737426758,0.15,0,7
4.013398170471191,0.0,1,7
5.368819236755371,0.05,2,7
3.841561794281006,0.1,3,7
3.3943142890930176,0.2,4,7
2.347151041030884,0.25,5,7
2.6746649742126465,0.35,6,7
1.1852794885635376,0.75,7,7
4.41120719909668,0.1,0,8
5.468969821929932,0.0,1,8
6.788239479064941,0.0,2,8
5.115585803985596,0.0,3,8
4.971242427825928,0.0,4,8
4.423297882080078,0.05,5,8
4.116571426391602,0.05,6,8
2.05112361907959,0.3,7,8
1.0223681926727295,0.7,8,8
4.001770496368408,0.1,0,9
4.461806774139404,0.0,1,9
5.553964614868164,0.0,2,9
4.719024181365967,0.0,3,9
5.141442775726318,0.0,4,9
4.649785995483398,0.0,5,9
4.508175373077393,0.05,6,9
2.7738068103790283,0.2,7,9
1.633241057395935,0.6,8,9
1.2491216659545898,0.65,9,9
