loss,accuracy,group,training_group
0.004732524044811726,1.0,0,0
0.06329722702503204,0.95,0,1
0.8350704312324524,0.85,1,1
0.6537845730781555,0.75,0,2
0.9213549494743347,0.7,1,2
0.3270443081855774,0.9,2,2
0.4979861378669739,0.85,0,3
1.0286277532577515,0.65,1,3
0.6747189164161682,0.75,2,3
0.17523789405822754,1.0,3,3
0.24269863963127136,0.9,0,4
0.9591905474662781,0.75,1,4
0.4135412573814392,0.8,2,4
1.7038390636444092,0.45,3,4
0.49237900972366333,0.8,4,4
0.384274959564209,0.85,0,5
0.9901652336120605,0.7,1,5
0.6697756052017212,0.75,2,5
1.1362611055374146,0.55,3,5
1.0513365268707275,0.7,4,5
0.3158371150493622,0.85,5,5
0.3143967092037201,0.9,0,6
0.8394714593887329,0.75,1,6
0.6128328442573547,0.8,2,6
1.2220345735549927,0.5,3,6
1.059842586517334,0.75,4,6
0.8722892999649048,0.85,5,6
0.4284575581550598,0.85,6,6
0.48432549834251404,0.85,0,7
0.9166623950004578,0.7,1,7
0.49419325590133667,0.9,2,7
1.4507402181625366,0.5,3,7
1.3094769716262817,0.55,4,7
1.6350778341293335,0.55,5,7
1.474075198173523,0.6,6,7
0.6198670864105225,0.85,7,7
0.07363621890544891,1.0,0,8
0.7319855093955994,0.7,1,8
0.5160959959030151,0.75,2,8
0.8704206347465515,0.6,3,8
0.9135923385620117,0.75,4,8
0.6902035474777222,0.8,5,8
1.34983229637146,0.6,6,8
1.3257964849472046,0.55,7,8
0.1431855857372284,1.0,8,8
0.1415037363767624,0.95,0,9
0.6735981702804565,0.85,1,9
0.48948511481285095,0.85,2,9
0.6226245760917664,0.75,3,9
0.9710426330566406,0.65,4,9
0.9335818290710449,0.7,5,9
1.3425757884979248,0.7,6,9
1.405982255935669,0.65,7,9
0.9450125694274902,0.75,8,9
0.2637077271938324,0.95,9,9
