loss,accuracy,group,training_group
0.0057876622304320335,1.0,0,0
0.019589869305491447,1.0,0,1
0.6876856088638306,0.8,1,1
0.5904995799064636,0.8,0,2
0.44782352447509766,1.0,1,2
0.8310109376907349,0.8,2,2
0.9123103022575378,0.8,0,3
0.8382862210273743,0.8,1,3
0.7293646931648254,0.6,2,3
0.441550076007843,1.0,3,3
0.8847082257270813,0.6,0,4
0.7913479804992676,0.8,1,4
0.6732738018035889,0.8,2,4
1.6113077402114868,0.4,3,4
0.8544038534164429,0.6,4,4
0.9149324297904968,0.6,0,5
0.9061051607131958,0.6,1,5
0.6795560717582703,0.8,2,5
2.242515802383423,0.4,3,5
1.0238802433013916,0.6,4,5
0.05811750143766403,1.0,5,5
0.5114913582801819,0.8,0,6
0.41679733991622925,0.8,1,6
0.2731402516365051,1.0,2,6
2.7560646533966064,0.2,3,6
1.9808629751205444,0.4,4,6
0.4877327084541321,0.8,5,6
0.09902673959732056,1.0,6,6
1.7176849842071533,0.4,0,7
1.5888103246688843,0.2,1,7
0.8450924754142761,0.6,2,7
3.7908225059509277,0.0,3,7
2.1189427375793457,0.6,4,7
1.8255846500396729,0.6,5,7
0.8866874575614929,0.6,6,7
0.2749917507171631,0.8,7,7
1.0444748401641846,0.6,0,8
0.740538477897644,0.8,1,8
0.8446049690246582,0.8,2,8
2.405236005783081,0.0,3,8
1.804478406906128,0.6,4,8
0.9917616844177246,0.6,5,8
0.921473503112793,0.8,6,8
0.8090637922286987,0.8,7,8
0.8984793424606323,0.8,8,8
0.6918700933456421,0.6,0,9
1.115104079246521,0.6,1,9
0.9063596725463867,0.8,2,9
2.837902545928955,0.4,3,9
1.681780219078064,0.4,4,9
1.180234670639038,0.6,5,9
1.1076420545578003,0.8,6,9
1.1085351705551147,0.6,7,9
1.7715187072753906,0.4,8,9
0.9882643818855286,0.6,9,9
