loss,accuracy,group,training_group
0.007572510279715061,1.0,0,0
0.025722984224557877,1.0,0,1
0.3275873064994812,0.8,1,1
0.13962669670581818,1.0,0,2
0.6506229639053345,0.6,1,2
0.5493370294570923,0.8,2,2
0.15512070059776306,1.0,0,3
1.4528628587722778,0.6,1,3
1.501828908920288,0.8,2,3
0.08672580122947693,1.0,3,3
0.39188581705093384,1.0,0,4
1.8073065280914307,0.2,1,4
2.3937957286834717,0.6,2,4
0.8533188700675964,0.6,3,4
0.9485308527946472,0.6,4,4
0.5903841257095337,0.8,0,5
1.7643325328826904,0.2,1,5
2.0334324836730957,0.4,2,5
1.5877243280410767,0.6,3,5
2.600219488143921,0.2,4,5
0.4409927725791931,0.8,5,5
0.9221174120903015,0.8,0,6
2.0932679176330566,0.2,1,6
2.2993900775909424,0.4,2,6
1.9604276418685913,0.4,3,6
3.0879650115966797,0.2,4,6
1.8119102716445923,0.6,5,6
1.6777889728546143,0.4,6,6
1.8736040592193604,0.4,0,7
2.490642547607422,0.4,1,7
2.9058423042297363,0.2,2,7
2.7312357425689697,0.4,3,7
4.095461845397949,0.0,4,7
1.6766016483306885,0.4,5,7
2.7766010761260986,0.2,6,7
0.13335874676704407,1.0,7,7
1.3570655584335327,0.6,0,8
1.3806425333023071,0.6,1,8
2.8920164108276367,0.6,2,8
2.1638407707214355,0.2,3,8
2.589583396911621,0.0,4,8
1.5070661306381226,0.6,5,8
4.580911159515381,0.0,6,8
2.233480930328369,0.2,7,8
0.27952972054481506,1.0,8,8
0.8750007748603821,0.6,0,9
2.509233236312866,0.4,1,9
3.841747999191284,0.2,2,9
1.2052764892578125,0.6,3,9
2.3328137397766113,0.4,4,9
1.4304273128509521,0.4,5,9
3.461350917816162,0.2,6,9
2.488826036453247,0.4,7,9
3.8055202960968018,0.4,8,9
0.20599381625652313,1.0,9,9
