loss,accuracy,group,training_group
0.3334357738494873,0.95,0,0
0.4848090708255768,0.9,0,1
0.5348659753799438,0.75,1,1
0.5095260739326477,0.9,0,2
1.364652156829834,0.4,1,2
0.30413728952407837,0.95,2,2
0.670592188835144,0.85,0,3
1.4826655387878418,0.5,1,3
1.216698408126831,0.85,2,3
0.22699937224388123,0.95,3,3
0.649241030216217,0.75,0,4
1.265182614326477,0.55,1,4
1.6046526432037354,0.45,2,4
2.064668655395508,0.55,3,4
0.5404954552650452,0.85,4,4
0.5091577768325806,0.85,0,5
1.1589292287826538,0.65,1,5
0.9951335787773132,0.8,2,5
1.8871939182281494,0.5,3,5
2.1738736629486084,0.35,4,5
0.5693644881248474,0.8,5,5
0.32765355706214905,0.95,0,6
1.2683420181274414,0.45,1,6
0.9048412442207336,0.8,2,6
1.374914526939392,0.65,3,6
2.206458330154419,0.35,4,6
2.5835540294647217,0.35,5,6
0.7165648341178894,0.7,6,6
0.4451739192008972,0.85,0,7
1.6416221857070923,0.35,1,7
1.280632734298706,0.6,2,7
0.9894677996635437,0.75,3,7
1.9484838247299194,0.4,4,7
2.3123619556427,0.25,5,7
2.8625948429107666,0.2,6,7
1.0067650079727173,0.75,7,7
0.4042325019836426,0.95,0,8
1.284530520439148,0.5,1,8
0.8274510502815247,0.85,2,8
1.3288123607635498,0.6,3,8
2.1037096977233887,0.45,4,8
1.727508306503296,0.55,5,8
2.1954145431518555,0.35,6,8
2.822746992111206,0.35,7,8
0.7966645956039429,0.75,8,8
0.35131269693374634,0.9,0,9
1.3835138082504272,0.4,1,9
0.912227988243103,0.75,2,9
1.1554887294769287,0.75,3,9
2.366145133972168,0.2,4,9
1.8752362728118896,0.5,5,9
1.952310562133789,0.4,6,9
2.4503657817840576,0.55,7,9
2.2040419578552246,0.55,8,9
1.1779975891113281,0.65,9,9
