loss,accuracy,group,training_group
18.49725341796875,0.2,0,0
1.2480820417404175,0.8,0,1
1.8561254739761353,0.2,1,1
3.2451229095458984,0.2,0,2
2.269042491912842,0.2,1,2
0.3581392765045166,1.0,2,2
3.341017246246338,0.2,0,3
3.3693485260009766,0.2,1,3
1.6507370471954346,0.6,2,3
0.2398941069841385,1.0,3,3
3.294133424758911,0.0,0,4
2.8015384674072266,0.2,1,4
2.723505735397339,0.4,2,4
1.0564419031143188,0.8,3,4
0.8001840710639954,0.8,4,4
2.576486110687256,0.6,0,5
3.3787930011749268,0.2,1,5
2.296977996826172,0.4,2,5
1.3028398752212524,0.8,3,5
2.2959671020507812,0.4,4,5
0.511405885219574,1.0,5,5
2.2596850395202637,0.4,0,6
3.3732666969299316,0.2,1,6
3.2176480293273926,0.2,2,6
2.263204336166382,0.2,3,6
2.569985866546631,0.4,4,6
2.5169594287872314,0.2,5,6
0.9845844507217407,0.6,6,6
1.8749488592147827,0.6,0,7
3.163882255554199,0.2,1,7
2.5059146881103516,0.4,2,7
1.8325001001358032,0.4,3,7
2.1701622009277344,0.4,4,7
2.8819477558135986,0.2,5,7
3.1312830448150635,0.2,6,7
0.724068820476532,1.0,7,7
