loss,accuracy,group,training_group
0.12761174142360687,1.0,0,0
0.36903026700019836,0.8,0,1
0.6699589490890503,0.6,1,1
0.5320715308189392,0.6,0,2
0.8778015375137329,0.8,1,2
1.4427462816238403,0.8,2,2
0.44030317664146423,0.8,0,3
1.7019866704940796,0.4,1,3
1.5286438465118408,0.6,2,3
0.24012072384357452,1.0,3,3
0.30570828914642334,1.0,0,4
1.2023056745529175,0.6,1,4
1.721308946609497,0.6,2,4
0.8042041063308716,0.8,3,4
0.43836015462875366,0.8,4,4
0.13556940853595734,1.0,0,5
0.9714878797531128,0.6,1,5
1.4972240924835205,0.4,2,5
0.9734770059585571,0.8,3,5
1.3470569849014282,0.4,4,5
0.6608579754829407,0.8,5,5
0.11598505824804306,1.0,0,6
1.1322669982910156,0.6,1,6
1.560928463935852,0.4,2,6
1.3211324214935303,0.6,3,6
2.290595531463623,0.4,4,6
2.131136417388916,0.6,5,6
1.1943198442459106,0.6,6,6
0.11757842451334,1.0,0,7
0.9537464380264282,0.8,1,7
1.820458173751831,0.6,2,7
1.495975136756897,0.6,3,7
2.152043581008911,0.4,4,7
1.8460719585418701,0.4,5,7
2.689188003540039,0.4,6,7
0.16169022023677826,1.0,7,7
0.19469872117042542,0.8,0,8
1.1784385442733765,0.6,1,8
1.7289425134658813,0.4,2,8
1.4708704948425293,0.6,3,8
2.873119354248047,0.4,4,8
1.8484141826629639,0.4,5,8
2.4140584468841553,0.4,6,8
0.7605051398277283,0.8,7,8
1.0958888530731201,0.8,8,8
0.3310416340827942,0.8,0,9
1.1486485004425049,0.6,1,9
2.016578435897827,0.2,2,9
1.6264946460723877,0.6,3,9
1.8880761861801147,0.4,4,9
1.044131875038147,0.6,5,9
2.3895952701568604,0.4,6,9
0.658255934715271,0.8,7,9
1.4874482154846191,0.8,8,9
0.854944109916687,0.8,9,9
