loss,accuracy,group,training_group
0.8845232129096985,0.8,0,0
0.980900764465332,0.8,0,1
0.9599224925041199,0.6,1,1
0.8055651783943176,0.6,0,2
1.1926134824752808,0.6,1,2
1.5613641738891602,0.2,2,2
0.9338936805725098,0.8,0,3
1.0560026168823242,0.6,1,3
2.0267856121063232,0.4,2,3
0.6023357510566711,0.8,3,3
0.8569396138191223,0.8,0,4
1.1189275979995728,0.8,1,4
1.9585176706314087,0.2,2,4
1.6766554117202759,0.4,3,4
0.8789708018302917,0.8,4,4
1.059177279472351,0.6,0,5
1.0672104358673096,0.8,1,5
2.1956734657287598,0.4,2,5
1.537647008895874,0.6,3,5
1.764435052871704,0.6,4,5
0.7510538101196289,0.8,5,5
0.7941886782646179,0.6,0,6
0.7965344786643982,0.8,1,6
2.3417563438415527,0.2,2,6
1.4659090042114258,0.4,3,6
1.3058925867080688,0.8,4,6
1.641961693763733,0.8,5,6
0.9408340454101562,0.8,6,6
0.9125312566757202,0.6,0,7
0.8517183065414429,0.6,1,7
2.333080768585205,0.2,2,7
1.5846138000488281,0.6,3,7
1.4434001445770264,0.6,4,7
1.8206596374511719,0.4,5,7
1.5456660985946655,0.6,6,7
1.0402718782424927,0.6,7,7
0.963581383228302,0.6,0,8
0.8284671902656555,0.8,1,8
2.2775349617004395,0.2,2,8
1.4779671430587769,0.6,3,8
2.08371901512146,0.2,4,8
1.6404006481170654,0.6,5,8
1.2749526500701904,1.0,6,8
2.3118879795074463,0.4,7,8
0.7818244695663452,0.8,8,8
1.0256726741790771,0.6,0,9
0.6998236179351807,0.8,1,9
2.483055591583252,0.2,2,9
1.671565294265747,0.6,3,9
2.1286239624023438,0.2,4,9
1.5443053245544434,0.6,5,9
1.6059337854385376,0.4,6,9
2.584430456161499,0.2,7,9
1.9636471271514893,0.4,8,9
1.2996466159820557,0.6,9,9
