loss,accuracy,group,training_group
0.5911654829978943,0.8,0,0
0.8472495079040527,0.6,0,1
0.8026588559150696,0.6,1,1
0.6395601630210876,0.8,0,2
1.1477997303009033,0.6,1,2
0.9810703992843628,0.4,2,2
0.9991773366928101,0.4,0,3
2.1445200443267822,0.2,1,3
1.3876510858535767,0.6,2,3
0.5629323720932007,0.8,3,3
2.1387059688568115,0.4,0,4
1.9837173223495483,0.6,1,4
2.2412824630737305,0.2,2,4
1.3024981021881104,0.8,3,4
0.2848133444786072,1.0,4,4
1.5375444889068604,0.6,0,5
2.203745126724243,0.4,1,5
2.334327220916748,0.4,2,5
1.8038136959075928,0.6,3,5
1.1953387260437012,0.8,4,5
0.3747425973415375,1.0,5,5
1.7100181579589844,0.4,0,6
1.9765737056732178,0.2,1,6
2.5832877159118652,0.4,2,6
2.6690592765808105,0.2,3,6
1.5932235717773438,0.8,4,6
0.8487327694892883,1.0,5,6
1.0768773555755615,0.8,6,6
1.6171165704727173,0.4,0,7
2.018749237060547,0.2,1,7
1.9475123882293701,0.4,2,7
1.9258415699005127,0.6,3,7
1.956295371055603,0.4,4,7
2.03872013092041,0.6,5,7
2.4390528202056885,0.4,6,7
1.0909265279769897,0.4,7,7
1.3571749925613403,0.4,0,8
2.0907130241394043,0.6,1,8
2.1881163120269775,0.4,2,8
1.6552702188491821,0.6,3,8
1.732143759727478,0.8,4,8
2.7175281047821045,0.2,5,8
2.663236379623413,0.4,6,8
2.3327348232269287,0.4,7,8
0.7901787161827087,0.6,8,8
1.657527208328247,0.2,0,9
2.142796039581299,0.4,1,9
2.545809268951416,0.2,2,9
1.7072422504425049,0.2,3,9
2.6790966987609863,0.4,4,9
2.9888756275177,0.2,5,9
3.751476287841797,0.0,6,9
3.078843355178833,0.2,7,9
2.1682047843933105,0.6,8,9
0.38750672340393066,1.0,9,9
