loss,accuracy,group,training_group
0.006165153346955776,1.0,0,0
0.031111497431993484,1.0,0,1
0.9329364895820618,0.9,1,1
0.4612002372741699,0.7,0,2
0.30207109451293945,0.9,1,2
0.3993513882160187,0.9,2,2
0.44956979155540466,0.9,0,3
0.8655503988265991,0.8,1,3
0.8021641969680786,0.8,2,3
0.08655434101819992,1.0,3,3
0.3522343933582306,0.8,0,4
0.7050809860229492,0.7,1,4
1.057100772857666,0.7,2,4
0.36641737818717957,1.0,3,4
0.4659506678581238,0.9,4,4
0.23003876209259033,0.9,0,5
0.5030500292778015,0.8,1,5
0.6482412219047546,0.9,2,5
0.7313063740730286,0.7,3,5
0.8491802215576172,0.6,4,5
0.24275243282318115,1.0,5,5
0.1737838089466095,1.0,0,6
0.6490300893783569,0.7,1,6
0.9797795414924622,0.7,2,6
0.7430576086044312,0.8,3,6
0.7976263761520386,0.6,4,6
1.5150010585784912,0.7,5,6
0.06559796631336212,1.0,6,6
0.4271756112575531,0.7,0,7
0.9343925714492798,0.7,1,7
1.1741276979446411,0.7,2,7
0.6327069401741028,0.8,3,7
1.1283595561981201,0.6,4,7
2.336214780807495,0.5,5,7
1.1187217235565186,0.8,6,7
0.7865502834320068,0.7,7,7
0.13611285388469696,1.0,0,8
0.8263618350028992,0.6,1,8
1.3923003673553467,0.6,2,8
0.6264888644218445,0.9,3,8
1.3682687282562256,0.5,4,8
1.4576938152313232,0.6,5,8
1.2378077507019043,0.9,6,8
1.3319529294967651,0.4,7,8
0.40444454550743103,0.9,8,8
0.17736035585403442,1.0,0,9
1.1923145055770874,0.6,1,9
1.1394317150115967,0.7,2,9
0.7612900733947754,0.7,3,9
1.0059218406677246,0.7,4,9
1.4622023105621338,0.4,5,9
0.985824704170227,0.7,6,9
1.4550731182098389,0.6,7,9
1.3092319965362549,0.6,8,9
0.54375159740448,0.8,9,9
