loss,accuracy,group,training_group
0.7543999552726746,0.74,0,0
0.8375641107559204,0.84,0,1
6.192386627197266,0.08,1,1
0.7578364014625549,0.84,0,2
2.763866901397705,0.52,1,2
4.452808856964111,0.14,2,2
0.16926506161689758,0.96,0,3
1.3752415180206299,0.76,1,3
1.9588520526885986,0.74,2,3
0.19188927114009857,0.96,3,3
0.5856480598449707,0.8,0,4
1.336000919342041,0.5,1,4
1.6006484031677246,0.62,2,4
1.112432837486267,0.82,3,4
1.0302273035049438,0.8,4,4
0.44449082016944885,0.88,0,5
1.0949716567993164,0.62,1,5
1.5965914726257324,0.66,2,5
0.9234315752983093,0.82,3,5
0.8122774362564087,0.86,4,5
0.9470523595809937,0.8,5,5
0.19087104499340057,0.96,0,6
0.6176041960716248,0.86,1,6
1.1102606058120728,0.8,2,6
0.5670105814933777,0.84,3,6
0.6248318552970886,0.86,4,6
0.9902171492576599,0.72,5,6
0.4757739305496216,0.88,6,6
0.16987118124961853,0.94,0,7
0.5633527636528015,0.78,1,7
1.184657335281372,0.74,2,7
0.6064420938491821,0.82,3,7
0.7231257557868958,0.78,4,7
1.2634673118591309,0.62,5,7
1.2864716053009033,0.64,6,7
0.5730396509170532,0.74,7,7
0.06904516369104385,0.98,0,8
0.4216194152832031,0.84,1,8
1.0852398872375488,0.76,2,8
0.2652968168258667,0.94,3,8
0.6419456005096436,0.78,4,8
1.1843974590301514,0.64,5,8
1.503637433052063,0.64,6,8
1.7743175029754639,0.52,7,8
0.19496168196201324,0.94,8,8
0.22497016191482544,0.9,0,9
0.48575595021247864,0.82,1,9
1.0406275987625122,0.76,2,9
0.49493569135665894,0.88,3,9
0.8931043744087219,0.76,4,9
1.333642601966858,0.54,5,9
1.4402409791946411,0.56,6,9
1.7163207530975342,0.54,7,9
2.4674227237701416,0.36,8,9
0.5664793252944946,0.88,9,9
