loss,accuracy,group,training_group
0.0372050441801548,1.0,0,0
4.709118843078613,0.26,0,1
0.09438381344079971,1.0,1,1
5.952783107757568,0.1,0,2
5.06381368637085,0.1,1,2
0.18415910005569458,0.96,2,2
6.584969520568848,0.02,0,3
8.149317741394043,0.0,1,3
6.028942108154297,0.06,2,3
0.05864235386252403,0.98,3,3
6.354175567626953,0.0,0,4
6.744147300720215,0.0,1,4
6.376956939697266,0.02,2,4
5.6640777587890625,0.08,3,4
0.2500309348106384,0.96,4,4
6.139158248901367,0.04,0,5
7.878487586975098,0.0,1,5
8.132423400878906,0.0,2,5
6.02358865737915,0.02,3,5
7.4290666580200195,0.12,4,5
0.23698076605796814,0.9,5,5
5.628751277923584,0.06,0,6
7.659970283508301,0.0,1,6
8.251033782958984,0.0,2,6
6.348886013031006,0.02,3,6
7.786344051361084,0.12,4,6
5.220117092132568,0.04,5,6
0.23687803745269775,0.92,6,6
5.446528911590576,0.06,0,7
8.331628799438477,0.0,1,7
7.322177886962891,0.02,2,7
7.334848403930664,0.02,3,7
7.324052810668945,0.06,4,7
7.61822509765625,0.0,5,7
8.861699104309082,0.0,6,7
0.4022941291332245,0.86,7,7
5.99978494644165,0.06,0,8
7.773341178894043,0.0,1,8
8.115601539611816,0.0,2,8
9.40024185180664,0.0,3,8
8.304527282714844,0.04,4,8
7.6196722984313965,0.0,5,8
8.854177474975586,0.0,6,8
7.167797088623047,0.0,7,8
0.1875772327184677,0.94,8,8
4.989194393157959,0.1,0,9
7.247502326965332,0.0,1,9
6.6052350997924805,0.04,2,9
7.805629253387451,0.04,3,9
8.653894424438477,0.02,4,9
7.927875995635986,0.0,5,9
9.094854354858398,0.0,6,9
7.808643817901611,0.02,7,9
5.4394049644470215,0.02,8,9
0.23757199943065643,0.9,9,9
