loss,accuracy,group,training_group
0.18388275802135468,0.9,0,0
0.461185097694397,0.84,0,1
0.3336635231971741,0.9,1,1
0.7077742218971252,0.76,0,2
1.7031680345535278,0.28,1,2
0.23448501527309418,0.92,2,2
0.806510329246521,0.7,0,3
0.910712718963623,0.72,1,3
3.4694266319274902,0.04,2,3
0.3171401023864746,0.92,3,3
0.7233194708824158,0.78,0,4
1.3340891599655151,0.46,1,4
1.5303846597671509,0.52,2,4
3.341508388519287,0.12,3,4
0.4944930374622345,0.86,4,4
0.53111732006073,0.84,0,5
1.2722762823104858,0.56,1,5
1.2739259004592896,0.6,2,5
1.5034984350204468,0.56,3,5
2.4867687225341797,0.2,4,5
0.6259300112724304,0.84,5,5
0.3719971477985382,0.88,0,6
1.005333423614502,0.64,1,6
1.1578768491744995,0.68,2,6
1.635157585144043,0.5,3,6
1.1232903003692627,0.74,4,6
2.8979790210723877,0.08,5,6
1.9791595935821533,0.4,6,6
0.39975741505622864,0.84,0,7
0.9926059246063232,0.66,1,7
1.1750394105911255,0.58,2,7
1.0086989402770996,0.76,3,7
1.4936474561691284,0.5,4,7
1.736392855644226,0.58,5,7
2.250415802001953,0.24,6,7
1.7299106121063232,0.58,7,7
0.544335126876831,0.76,0,8
1.441278100013733,0.48,1,8
0.9893907904624939,0.66,2,8
1.449367642402649,0.62,3,8
1.842124581336975,0.44,4,8
1.609018087387085,0.5,5,8
2.142097234725952,0.28,6,8
2.5356605052948,0.24,7,8
2.3875820636749268,0.4,8,8
0.3873014450073242,0.86,0,9
0.7952616810798645,0.72,1,9
0.994520902633667,0.76,2,9
1.356624722480774,0.44,3,9
1.4403303861618042,0.48,4,9
1.7788734436035156,0.4,5,9
1.6721365451812744,0.5,6,9
2.197403907775879,0.4,7,9
2.4847142696380615,0.2,8,9
1.5418341159820557,0.64,9,9
