loss,accuracy,group,training_group
0.5443437695503235,0.7,0,0
0.485103040933609,0.8,0,1
1.0758154392242432,0.6,1,1
0.602996826171875,0.9,0,2
1.4324113130569458,0.5,1,2
0.6371385455131531,0.8,2,2
0.9458810687065125,0.7,0,3
1.7706568241119385,0.5,1,3
1.0985645055770874,0.7,2,3
0.37852340936660767,1.0,3,3
1.1684401035308838,0.4,0,4
2.160456657409668,0.4,1,4
1.7290961742401123,0.3,2,4
1.3539842367172241,0.5,3,4
0.5700031518936157,0.7,4,4
1.3494960069656372,0.5,0,5
2.2009329795837402,0.1,1,5
2.3862645626068115,0.4,2,5
1.992173194885254,0.5,3,5
2.2404234409332275,0.6,4,5
0.3351137340068817,1.0,5,5
1.7921712398529053,0.4,0,6
3.6789422035217285,0.0,1,6
2.695077896118164,0.2,2,6
2.5135598182678223,0.1,3,6
2.500645875930786,0.4,4,6
1.4635146856307983,0.6,5,6
0.8776270151138306,0.6,6,6
1.8447105884552002,0.3,0,7
2.8940792083740234,0.3,1,7
2.7636942863464355,0.2,2,7
2.931835889816284,0.2,3,7
2.357844352722168,0.3,4,7
2.514627456665039,0.3,5,7
2.1859264373779297,0.4,6,7
0.8634060621261597,0.7,7,7
1.3915718793869019,0.5,0,8
2.6501352787017822,0.2,1,8
2.8203842639923096,0.0,2,8
2.99809193611145,0.0,3,8
2.6104068756103516,0.1,4,8
3.204925537109375,0.0,5,8
2.9480011463165283,0.0,6,8
1.8271602392196655,0.5,7,8
0.40316253900527954,0.8,8,8
1.8223072290420532,0.3,0,9
2.0316977500915527,0.3,1,9
2.08620548248291,0.3,2,9
2.2276248931884766,0.1,3,9
2.9218356609344482,0.3,4,9
2.342029094696045,0.3,5,9
3.6386570930480957,0.0,6,9
2.6895248889923096,0.4,7,9
1.330316424369812,0.7,8,9
0.4372624456882477,0.9,9,9
